Name,Energy,Fat,Saturated_fat,Carbohydrate,Sugars,Fiber,Proteins,Salt,Sodium,Alcohol,Zinc,Magnesium,Omega3,Score,Img
"Garbanzanos al natural extra — Conservas Artesanas Rosara — 660 g neto, 400 g escurrido, 720 ml",998 kj(239 kcal),"3,5 g",0 g,"38,5 g",0 g,Na,"13,1 g","0,86 g","0,339 g",Na,Na,Na,Na,B,_841_394_000_6216_front_es.22.200.jpg
Muesli con frutas — Joe's Farm — 1 kg,1393 kj(333 kcal),"3,6 g","0,5 g",61 g,20 g,10 g,"9,1 g","0,15 g","0,059 g",Na,Na,Na,Na,A,_400_871_371_1097_front_es.4.200.jpg
Arroz Ideal AdeS — Coca-Cola — 800 ml,188 kj(45 kcal),1 g,"0,2 g","8,9 g","4,1 g",Na,0 g,"0,15 g","0,059 g",Na,Na,Na,Na,B,_544_900_024_3751_front_es.12.200.jpg
Nutella — Ferrero — 825 g,2255 kj(539 kcal),"30,9 g","10,6 g","57,5 g","56,3 g",Na,"6,3 g","0,1 g","0,039 g",Na,Na,Na,Na,E,_301_762_042_9484_front_fr.174.200.jpg
Nescafé Classic — 200 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_010_002_0549_front_es.11.200.jpg
Almendra de Leyenda AdeS — Coca-Cola — 800 ml,54 kj(13 kcal),"1,1 g","0,1 g","0,5 g","0,2 g",Na,0 g,"0,19 g","0,075 g",Na,Na,Na,Na,B,_544_900_024_4239_front_es.17.200.jpg
Jarabe de arce — MCENNEDY — 250 ml e,1460 kj(349 kcal),0 g,0 g,"87,2 g","81,5 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,D,_20177492_front_es.35.200.jpg
Fromage blanc framboise — Carrefour — 500 g,402 kj(96 kcal),3 g,"2,1 g",12 g,12 g,Na,"5,1 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_356_007_090_6390_front_fr.17.200.jpg
Salsa Barbacoa — La Sirena — 370 g,482 kj(115 kcal),0 g,0 g,28 g,26 g,Na,0 g,"2,6 g","1,024 g",Na,Na,Na,Na,D,_841_453_204_8812_front_es.8.200.jpg
Salsa Barbacoa — Hacendado — 350 g,636 kj(152 kcal),"0,1 g",0 g,"35,5 g","27,8 g",Na,"1,2 g","1,8 g","0,709 g",Na,Na,Na,Na,D,_848_000_017_3461_front_es.6.200.jpg
Salsa barbacoa — Ferrer — 315 g,321 kj(77 kcal),"0,37 g","0,16 g","17,2 g","12,8 g",Na,"1,2 g","1,7 g","0,669 g",Na,Na,Na,Na,C,_841_102_603_1251_front_es.4.200.jpg
Barritas de frutos secos — Remiga — 180 g (6 x 30 g),2293 kj(548 kcal),"36,9 g","3,1 g","33,5 g","30,9 g","12,9 g",15 g,"0,01 g","0,004 g",Na,Na,Na,Na,C,_24071130_front_es.6.200.jpg
Copos de maíz tostado — El Granero Integral — 400 g,1565 kj(374 kcal),1 g,"0,3 g",80 g,5 g,4 g,8 g,"1,5 g","0,591 g",Na,Na,Na,Na,C,_842_258_401_8356_front_es.14.200.jpg
Fromage frais aux fruits — Carrefour Bio — 600 g (12 * 50 g),414 kj(99 kcal),"2,6 g","1,6 g",12 g,11 g,Na,"6,8 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_356_007_093_1019_front_fr.5.200.jpg
Taboulé Oriental Chef Select — Lidl — 500 g,749 kj(179 kcal),"6,3 g","0,7 g",25 g,"5,3 g",0 g,"4,3 g","1,2 g","0,472 g",Na,Na,Na,Na,C,_20023775_front_es.34.200.jpg
"Baked Beans in Tomato Sauce — Heinz — 415 g, 212 g (осн. продукт)",331 kj(79 kcal),"0,2 g","0,1 g","12,9 g",5 g,"3,7 g","4,7 g","0,6 g","0,236 g",Na,Na,Na,Na,A,_500_015_702_4671_front_es.73.200.jpg
Bombones Mon Chéri — 315 g,1904 kj(455 kcal),"20,3 g","13,2 g","52,8 g","48,3 g","3,1 g",3 g,"0,005 g","0,002 g",Na,Na,Na,Na,E,_400_840_081_1727_front_fr.23.200.jpg
Zumo de clementina — Hacendado — 1 l,176 kj(42 kcal),"0,1 g",0 g,"9,7 g","9,5 g","0,3 g","0,6 g",0 g,0 g,Na,Na,Na,Na,C,_848_000_039_9243_front_es.6.200.jpg
Bombones Mon Chéri — Ferrero — 168 g (16 x 10.5 g),1904 kj(455 kcal),"20,3 g","13,2 g","52,8 g","48,3 g",Na,3 g,0 g,0 g,Na,Na,Na,Na,E,_800_050_003_4743_front_es.7.200.jpg
Coca-Cola Light — 330 ml,0 kj(0 kcal),0 g,0 g,0 g,0 g,0 g,0 g,"0,07 g","0,028 g",Na,Na,Na,Na,B,_544_900_005_0205_front_es.50.200.jpg
Kinder Bueno — Ferrero — 43 g (2 * 21.5 g),2393 kj(572 kcal),"37,3 g","17,3 g","49,5 g","41,2 g",0 g,"8,6 g","0,3 g","0,118 g",Na,Na,Na,Na,E,_800_050_003_7560_front_fr.43.200.jpg
Coca-Cola — 2 l,176 kj(42 kcal),0 g,0 g,"10,6 g","10,6 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,E,_544_900_000_9067_front_es.23.200.jpg
Ensalada de lentejas — Ofterdinger — 200 g,617 kj(147 kcal),"6,7 g","0,6 g","15,4 g","6,2 g",Na,"4,7 g","1,35 g","0,531 g",Na,Na,Na,Na,C,_24018647_front_es.8.200.jpg
Seitán a la piastra — Hacendado — 180 g (3 x 60 g),594 kj(142 kcal),"3,5 g","1,3 g","3,4 g",0 g,"2,7 g","22,9 g","1,89 g","0,744 g",Na,Na,Na,Na,C,_848_000_004_1968_front_es.6.200.jpg
Hamburguesa de Seitán — Hacendado — 180 g (2 x 90g),854 kj(204 kcal),"11,6 g","1,3 g","0,8 g","0,8 g","5,3 g","19,7 g",2 g,"0,787 g",Na,Na,Na,Na,C,_848_000_004_1975_front_es.7.200.jpg
Mini hamburguesas Vegetales con guisantes y espinacas — Kioene — 200 g (4 x 50 g),1151 kj(275 kcal),"16,3 g","2,2 g","15,7 g","0,5 g","4,5 g","14,3 g","1,22 g","0,48 g",Na,Na,Na,Na,B,_802_789_001_0232_front_es.11.200.jpg
Hamburguesas Vegetales con berenjenas — Kioene — 200 g (2 x 100 g),1029 kj(246 kcal),"16,2 g","1,8 g","10,7 g","0,9 g","3,6 g","12,4 g","1,56 g","0,614 g",Na,Na,Na,Na,B,_802_789_001_0249_front_es.16.200.jpg
Hamburguesas Vegetales con semillas de calabaza y girasol — Kioene — 200 g (2 x 100 g),1138 kj(272 kcal),"16,8 g","1,9 g","11,2 g","0,8 g","4,3 g","16,7 g","1,41 g","0,555 g",Na,Na,Na,Na,B,_802_789_001_0256_front_es.6.200.jpg
nueces — trus trus — 175g,2791 kj(667 kcal),"66,7 g",5 g,"13,3 g","3,3 g",Na,"16,7 g",Na,Na,Na,Na,Na,Na,Na,_19270128_front_es.4.200.jpg
Chocolate negro suave 52% cacao — Lindt — 100 g,2167 kj(518 kcal),31 g,19 g,49 g,48 g,Na,"5,5 g","0,1 g","0,039 g",Na,Na,Na,Na,E,_304_692_001_0009_front_es.32.200.jpg
"Piña en Rodajas — Del monte — 565 g (neto), 350 g (escurrido), 580 ml",264 kj(63 kcal),0 g,0 g,14 g,12 g,"0,6 g","0,4 g",0 g,0 g,Na,Na,Na,Na,A,_002_400_001_1859_front_es.5.200.jpg
Ensalada Quinoa y Espinacas — Edulis — 180 g,582 kj(139 kcal),"6,1 g","0,6 g","14,9 g","6,1 g","3,9 g","4,2 g","0,55 g","0,217 g",Na,Na,Na,Na,A,_20946012_front_es.5.200.jpg
Postre Soja Natural con Coco — Sojasun — 400 g (4 x 100 g),205 kj(49 kcal),"3,4 g","1,2 g",0 g,0 g,Na,"4,5 g","0,1 g","0,039 g",Na,Na,Na,Na,A,_327_322_748_1212_front_es.6.200.jpg
Postre Soja Natural con Almendra — Sojasun — 400 g (4 x 100 g),221 kj(53 kcal),"3,6 g","0,5 g",0 g,0 g,Na,5 g,"0,1 g","0,039 g",Na,Na,Na,Na,A,_327_322_748_1205_front_es.6.200.jpg
Mezcla de frutos secos — Alesto — 200 g,2615 kj(625 kcal),"56,5 g","6,5 g","7,5 g",5 g,"7,4 g",18 g,0 g,0 g,Na,Na,Na,Na,C,_20047238_front_es.50.200.jpg
Fabada Asturiana — Laurel — 420 g,874 kj(209 kcal),12 g,"4,5 g",20 g,"1,1 g",Na,"5,2 g","0,73 g","0,287 g",Na,Na,Na,Na,C,_843_700_025_2054_front_fr.4.200.jpg
Bebida ecológica de espelta — Costa Eco — 1 l,199 kj(48 kcal),1 g,"0,1 g","9,3 g","8,7 g","0,5 g","0,7 g","0,12 g","0,047 g",Na,Na,Na,Na,B,_841_050_900_0562_front_es.7.200.jpg
Bebida ecológica Kamut con cacao — Costa Eco — 1 l,155 kj(37 kcal),"0,5 g","0,1 g","6,6 g",5 g,"1,2 g","0,8 g","0,11 g","0,043 g",Na,Na,29 mg,Na,B,_841_050_900_0548_front_es.15.200.jpg
Arroz para microondas Basmati — Vitasia — 250 g e,665 kj(159 kcal),"2,4 g","0,3 g","29,4 g","0,2 g",Na,4 g,"0,5 g","0,197 g",Na,Na,Na,Na,B,_20186159_front_es.9.200.jpg
Bebida de Quinoa y Arroz — ViveSoy — 1 l,163 kj(39 kcal),"0,7 g","0,06 g","7,8 g","3,5 g",Na,"0,4 g","0,09 g","0,035 g",Na,Na,Na,Na,B,_841_012_875_8165_front_es.14.200.jpg
Bebida de Espelta — ViveSoy — 1 l,210 kj(50 kcal),"0,8 g","0,1 g","9,5 g","6,5 g","0,5 g","0,9 g","0,07 g","0,028 g",Na,Na,Na,Na,B,_841_012_875_8196_front_es.6.200.jpg
Pasta Rellena Calabaza — Vivibio — 250 g,925 kj(221 kcal),"3,1 g","0,4 g",39 g,4 g,"2,4 g","7,2 g","0,49 g","0,193 g",Na,Na,Na,Na,A,_843_654_562_4197_front_es.5.200.jpg
Semillas de sésamo — Alesto — 150 g,2460 kj(588 kcal),50 g,7 g,12 g,"0,3 g",12 g,18 g,"0,03 g","0,012 g",Na,Na,Na,Na,C,_20763985_front_es.5.200.jpg
"Salsa de chiles picantes ""Tabasco"" — 60 ml",67 kj(16 kcal),"0,7 g","0,2 g",0 g,0 g,Na,1 g,"1,8 g","0,709 g",Na,Na,Na,Na,C,_001_121_011_5644_front_es.5.200.jpg
Pringles original — 150 g,2184 kj(522 kcal),34 g,5 g,51 g,"1,4 g","2,6 g","3,8 g","1,372 g","0,54 g",Na,Na,Na,Na,D,_541_007_660_2384_front_fr.24.200.jpg
Black pepper & seasalt crackers — Verduijn's fine biscuits — 85 g,2075 kj(496 kcal),25 g,12 g,59 g,"1,9 g",Na,"7,7 g","3,1 g","1,22 g",Na,Na,Na,Na,E,_871_372_630_1109_front_es.3.200.jpg
Tomate frito — Hacendado — 630 g (3 x 210 g),329 kj(79 kcal),"3,5 g","0,3 g",10 g,"7,4 g",Na,"1,5 g","1,2 g","0,472 g",Na,Na,Na,Na,C,_848_000_017_1511_front_es.23.200.jpg
Pan de molde blanco — Hacendado — 460 g,1024 kj(245 kcal),2 g,"0,4 g",47 g,4 g,3 g,9 g,"1,27 g","0,5 g",Na,Na,Na,Na,B,_848_000_082_3274_front_es.3.200.jpg
Pimientos Asados Tiras — Hacendado — 290 g,144 kj(34 kcal),"0,66 g","0,19 g","5,4 g","0,24 g",Na,1 g,"0,9 g","0,354 g",Na,Na,Na,Na,A,_848_000_016_1031_front_es.5.200.jpg
Milsani jogging morango — 4 x 150 g,381 kj(91 kcal),"0,7 g","0,4 g","16,4 g","14,8 g",Na,"3,6 g","0,16 g","0,063 g",Na,Na,Na,Na,B,_23064683_front_pt.10.200.jpg
TUC Original — Lu — 100 g,2000 kj(478 kcal),19 g,"1,9 g",67 g,"7,1 g","2,3 g","8,3 g","1,8 g","0,709 g",Na,Na,Na,Na,D,_541_004_100_1204_front_fr.97.200.jpg
"Muesli cruijiente cereales, chocolate y quinoa — Carrefour Bio — 500 g e",1787 kj(427 kcal),12 g,"5,8 g",66 g,15 g,"6,9 g","9,2 g","0,1 g","0,039 g",Na,Na,Na,Na,C,_327_019_019_8611_front_fr.70.200.jpg
"Agua Mineral Natural — Lanjarón — 1,5 l",0 kj(0 kcal),0 g,0 g,0 g,0 g,Na,0 g,"0,014 g","0,006 g",Na,Na,"12,9 mg",Na,Na,_841_072_818_0120_front_es.8.200.jpg
Blanc de Poulet (4 Tranches) — Leader Price — 160 g ,439 kj(105 kcal),"1,8 g","0,7 g","1,1 g","0,9 g","0,5 g",22 g,"1,9 g","0,748 g",Na,Na,Na,Na,C,_326_385_958_0810_front_fr.6.200.jpg
Pizza Vegan Bruschetta — Trattoria Alfredo — 350 g,669 kj(160 kcal),"3,1 g","1,6 g","26,2 g",5 g,Na,5 g,"0,85 g","0,335 g",Na,Na,Na,Na,C,_20936549_front_fr.17.200.jpg
"Aceitunas verdes aliñadas Gazpacha — Baresa — 950 g (neto), 600 g (escurrido), 960 ml",612 kj(146 kcal),"15,3 g",3 g,"0,1 g","0,1 g",Na,"0,9 g",4 g,"1,575 g",Na,Na,Na,Na,C,_20033354_front_es.22.200.jpg
"Col lombarda Alpen Fest — Lidl — 680 g neto, 650 g escurrido, 720 ml",1042 kj(249 kcal),"0,1 g","0,1 g",11 g,"10,4 g",Na,"1,2 g","0,9 g","0,354 g",Na,Na,Na,Na,C,_20004408_front_es.32.200.jpg
Sopa juliana — Trevijano — 100 g,1414 kj(338 kcal),"3,9 g",0 g,"57,7 g","18,5 g","18,9 g","8,6 g","0,3 g","0,118 g",Na,Na,Na,Na,Na,_841_077_002_2058_front_es.20.200.jpg
Chocolate negro Ecuador 80% cacao — Ethiquable — 100 g,2552 kj(610 kcal),"48,8 g","29,3 g","27,6 g","19,2 g","10,2 g","9,9 g",0 g,0 g,Na,Na,Na,Na,D,_376_009_172_6667_front_es.33.200.jpg
Chocolate negro Madagascar 85% cacao — Ethiquable — 100 g,2590 kj(619 kcal),"51,2 g","30,7 g","23,5 g","14,4 g","10,9 g","10,6 g",0 g,0 g,Na,Na,Na,Na,D,_376_009_172_2508_front_es.26.200.jpg
Edamame Beans shelled — Vitasia — 400 g,638 kj(152 kcal),"7,3 g",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_40899855_front_es.6.200.jpg
Café Soluble Descafeinado — Ifa Eliges — 200 g,1250 kj(299 kcal),"< 0,5 g","0,1 g",49 g,3 g,22 g,15 g,"0,16 g","0,063 g",Na,Na,Na,Na,Na,_848_001_201_2338_front_es.9.200.jpg
Burger de trigo sarraceno y aceitunas — Germinal Bio Vegan — 180 g (2 x 90 g),748 kj(179 kcal),"5,5 g","0,74 g",25 g,"2,7 g",3 g,"5,6 g",1 g,"0,394 g",Na,Na,Na,Na,B,_800_109_100_0414_front_es.7.200.jpg
10 tortillas de maíz sin gluten — Old El Paso — 208 g (10 x 20.8 g),1059 kj(253 kcal),"4,5 g","1,2 g","45,1 g","3,5 g","6,2 g",5 g,"2,05 g","0,807 g",Na,Na,Na,Na,C,_841_007_648_2228_front_es.8.200.jpg
Chocolate negro con naranja confitada — Delicious Dia — 100 g,2257 kj(539 kcal),38 g,23 g,35 g,30 g,Na,"9,8 g","0,03 g","0,012 g",Na,Na,Na,Na,E,_848_001_718_1176_front_es.6.200.jpg
Sémola de maíz — GutBio — 800 g,1454 kj(348 kcal),"2,8 g","0,4 g",66 g,"1,4 g",9 g,9 g,"< 0,025 g","0,01 g",Na,Na,Na,Na,A,_29097746_front_es.6.200.jpg
Mielnuts — Auchan — 375 g,1594 kj(381 kcal),"0,9 g","0,2 g",86 g,27 g,"2,1 g","6,2 g","0,5 g","0,197 g",Na,Na,Na,Na,C,_325_456_004_0489_front_fr.16.200.jpg
purée de pommes de terre en flocons — Harvest Basket — 500 g (4 * 125 g),1506 kj(360 kcal),"0,6 g","0,3 g",77 g,"0,7 g",Na,"7,7 g","0,07 g","0,028 g",Na,Na,Na,Na,A,_20258207_front_fr.45.200.jpg
Crema de calabaza — Dia — 500 ml,151 kj(36 kcal),"1,1 g","0,2 g","5,1 g",3 g,Na,1 g,"0,8 g","0,315 g",Na,Na,Na,Na,C,_848_001_702_9652_front_es.4.200.jpg
Crema de verduras DIA — 500 ml,163 kj(39 kcal),"1,3 g","0,2 g","5,5 g","2,9 g",Na,"0,9 g","0,7 g","0,276 g",Na,Na,Na,Na,C,_848_001_702_9638_front_es.4.200.jpg
Alubias blanco — Luengo — 400g,343 kj(82 kcal),0 g,0 g,11 g,0 g,"6,3 g","6,4 g","0,04 g","0,016 g",0 % vol,Na,Na,Na,A,_841_050_506_2625_front_es.4.200.jpg
Fanta fraise — 33cl,218 kj(52 kcal),0 g,0 g,"12,4 g","12,3 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,B,_544_900_006_1164_front_es.11.200.jpg
Vinagreta de Alubia roja con hortalizas — Huercasa — 250 g,373 kj(89 kcal),"< 0,5 g","0,1 g","9,7 g","1,4 g","8,7 g","7,1 g","0,73 g","0,287 g",Na,Na,Na,Na,A,_841_356_723_1534_front_es.7.200.jpg
Nueces de California peladas — Sin marca — 200 g,2824 kj(675 kcal),63 g,"5,7 g",11 g,"6,9 g",Na,14 g,"< 0,01 g","0,004 g",Na,Na,Na,Na,D,_24045407_front_es.8.200.jpg
Gazpacho — Dia — 1 l,155 kj(37 kcal),"2,2 g","0,3 g","2,9 g","1,9 g",Na,"0,9 g","0,8 g","0,315 g",Na,Na,Na,Na,C,_848_001_743_2315_front_es.14.200.jpg
"Garbanzo Pedrosillano — Hacendado — 570 g neto, 400 g escurrido, 580 ml",377 kj(90 kcal),"2,2 g","0,5 g","9,5 g","0,7 g",Na,"5,5 g","0,8 g","0,315 g",Na,Na,Na,Na,B,_848_000_026_0338_front_es.12.200.jpg
Salteado Tradicional — Salto — 500 g,135 kj(32 kcal),"0,3 g",0 g,"4,5 g","2,1 g","2,3 g","1,6 g","0,04 g","0,016 g",Na,Na,Na,Na,A,_841_007_400_4811_front_es.6.200.jpg
Germinados Alfalfa — Sin marca — 50 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_535_619_2598_front_es.3.200.jpg
Germinados Soja — Sin marca — 50 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_535_619_2635_front_es.3.200.jpg
Selección de lentejas con espelta — Hacendado — 500 g,1448 kj(346 kcal),"1,8 g","0,4 g",55 g,"0,9 g",13 g,21 g,"0,04 g","0,016 g",Na,Na,Na,Na,A,_848_000_005_3022_front_es.11.200.jpg
Bebida Almendra a la Canela — Santal — 1 l,197 kj(47 kcal),"2,2 g","0,2 g","5,5 g","5,5 g","0,5 g",1 g,"0,08 g","0,031 g",Na,Na,Na,Na,B,_841_028_519_0792_front_es.6.200.jpg
"Arroz integral con chía, quinoa, espelta y lino — Brillante — 250 g (2 x 125 g)",770 kj(184 kcal),"4,8 g","0,6 g",28 g,0 g,3 g,"5,3 g","0,5 g","0,197 g",Na,Na,Na,Na,A,_841_018_403_3749_front_es.5.200.jpg
Pizza Vegan Verdura — Trattoria Alfredo — 390 g,615 kj(147 kcal),"2,7 g","0,5 g","24,3 g","3,8 g",Na,"4,9 g","0,8 g","0,315 g",Na,Na,Na,Na,B,_20864842_front_es.16.200.jpg
Cuite sur pierre pâte  fine — Trattoria Alfredo — 710 g (2 x 355 g),941 kj(225 kcal),"9,8 g","3,5 g","23,2 g",5 g,2 g,"9,5 g",1 g,"0,394 g",Na,Na,Na,Na,C,_20516673_front_fr.5.200.jpg
Nueces de Brasil sin cáscara — Alesto — 200 g,2925 kj(699 kcal),"67,4 g","15,5 g","3,6 g","2,3 g","9,5 g","14,7 g","0,01 g","0,004 g",Na,Na,Na,Na,D,_20202392_front_es.14.200.jpg
Ketchup cero — Prima — 325 g,159 kj(38 kcal),0 g,0 g,"5,8 g","3,5 g",Na,"3,1 g","2,7 g","1,063 g",Na,Na,Na,Na,C,_841_011_804_4575_front_es.12.200.jpg
Arroz Thai Jasmin - Vitasia — Golden Sun — 1 kg,1481 kj(354 kcal),"0,4 g","0,1 g","80,4 g","0,2 g","1,5 g","6,7 g","< 0,01 g","0,004 g",Na,Na,Na,Na,A,_20035259_front_es.37.200.jpg
Maíz Dulce Cocido — Hortalizas las Adoberas — 400 g (2 mazorcas),360 kj(86 kcal),"1,18 g","0,18 g","19,22 g","3,22 g",Na,"3,22 g","0,03 g","0,012 g",Na,Na,Na,Na,A,_842_009_701_5008_front_es.45.200.jpg
leche entera — central lechera asturiana — 1l,264 kj(63 kcal),"3,6 g","2,4 g","4,6 g","4,6 g",Na,"3,1 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_841_029_717_8047_front_es.4.200.jpg
Ravioles a poêler — Saint jean — 300 g,1017 kj(243 kcal),11 g,7 g,26 g,1 g,Na,10 g,"1,3 g","0,512 g",Na,Na,Na,Na,D,_326_614_005_7947_front_fr.35.200.jpg
Rillettes de Thon — Petit navire — 125 g e,1159 kj(277 kcal),23 g,"2,6 g","0,4 g","0,4 g",2 g,16 g,"1,2 g","0,472 g",Na,Na,Na,2 g,C,_301_908_123_6250_front_fr.19.200.jpg
Seitán casero con verduras — Sin marca — 250 g,330 kj(79 kcal),"1,5 g","0,14 g","6,9 g","3,8 g","0,5 g","9,2 g","0,3 g","0,118 g",Na,Na,Na,Na,A,_843_657_025_2099_front_es.5.200.jpg
Seitán con tomate y aceitunas — Vivibio — 200 g,521 kj(125 kcal),"7,9 g","0,7 g","3,1 g","1,8 g","1,6 g","9,6 g","1,08 g","0,425 g",Na,Na,Na,Na,A,_843_654_562_4777_front_es.6.200.jpg
Salchicha Vegetal Seitán y Tofu — NaturGreen — 200 g,1222 kj(292 kcal),"18,8 g","2,3 g","5,2 g","1,1 g",Na,"25,4 g","1,8 g","0,709 g",Na,Na,Na,Na,D,_843_654_219_3436_front_es.5.200.jpg
Bio Seitán y Tofu Tradicional — Ahimsa — 280 g,1176 kj(281 kcal),"16,27 g","1,89 g","5,99 g","3,51 g",Na,"27,77 g","1,62 g","0,638 g",Na,Na,Na,Na,D,_843_603_336_2297_front_es.12.200.jpg
Albóndigas de seitán con chía — Ecocesta — 240 g,670 kj(160 kcal),"4,7 g","0,7 g","14,8 g","1,8 g","6,6 g","11,2 g","1,4 g","0,551 g",Na,Na,Na,Na,A,_842_258_400_0306_front_es.3.200.jpg
"Tortelloni rellenos Mijo, espinacas, tofu y seitán — Chef Select — 250 g",823 kj(197 kcal),"1,9 g","0,3 g","34,5 g","1,5 g",Na,"8,9 g","0,93 g","0,366 g",Na,Na,Na,Na,B,_20686154_front_es.5.200.jpg
Seitán Tofu — My Best Veggie — 250 g,1046 kj(250 kcal),"17,6 g","2,5 g","1,1 g","0,8 g","13,2 g","15,2 g",1 g,"0,394 g",Na,Na,Na,Na,A,_20038328_front_es.6.200.jpg
Oreo original — 176 g,2008 kj(480 kcal),20 g,"9,8 g",69 g,38 g,"2,5 g",5 g,"0,9 g","0,354 g",Na,Na,Na,Na,E,_841_000_081_0004_front_de.104.200.jpg
Ferment Pour Kefir De Lait — Natali — 12 g,1490 kj(356 kcal),"1,5 g","0,1 g",52 g,52 g,Na,34 g,"0,55 g","0,217 g",Na,Na,Na,Na,D,_317_680_000_1626_front_fr.23.200.jpg
Tomato ketchup — Heinz — 460 g,427 kj(102 kcal),"0,1 g","0,1 g","23,2 g","22,8 g",Na,"1,2 g","1,8 g","0,709 g",Na,Na,Na,Na,D,_87157246_front_fr.16.200.jpg
Mango — Sin marca — 500 g,276 kj(66 kcal),"0,1 g","0,1 g","14,2 g","11,3 g",Na,"0,5 g","< 0,01 g","0,004 g",Na,Na,Na,Na,A,_20809560_front_es.11.200.jpg
Quinoa & Kale con Hortalizas — Monissa — 400 g,363 kj(87 kcal),"2,3 g","0,8 g",11 g,"1,9 g","5,6 g","2,7 g","0,06 g","0,024 g",Na,Na,Na,Na,A,_40889962_front_es.6.200.jpg
"Smoothie mix Fresas, plátano y arándanos — Sin marca — 450 g (3 x 150 g)",230 kj(55 kcal),"0,4 g","0,1 g","9,9 g","9,3 g",Na,1 g,"0,02 g","0,008 g",Na,Na,Na,Na,A,_20884161_front_es.9.200.jpg
Maki sushi vegetal — Sushi Daily — 180 g (9 piezas),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_653_968_0048_front_es.7.200.jpg
Tempura de verduras — Findus — 350g,690 kj(165 kcal),"7,2 g","0,9 g",22 g,2 g,"2,2 g","2,1 g","0,96 g","0,378 g",Na,Na,Na,Na,C,_841_009_210_0182_front_es.4.200.jpg
"Mozzarella au lait de vache — Carrefour — 220 g, 125 g égoutté",983 kj(235 kcal),18 g,12 g,"1,3 g","0,8 g",Na,17 g,"0,7 g","0,276 g",Na,Na,Na,Na,C,_356_007_006_0252_front_fr.52.200.jpg
Frambuesas enteras — Carrefour — 650 g,146 kj(35 kcal),~ 0 g,~ 0 g,"4,5 g","4,5 g","2,5 g","1,4 g","< 0,01 g","0,004 g",Na,Na,Na,Na,A,_356_007_103_3712_front_fr.7.200.jpg
Bebida de Soja con Té Verde — ViveSoy — 1 l,146 kj(35 kcal),"1,2 g","0,2 g","3,7 g","3,5 g","0,4 g","2,2 g","0,09 g","0,035 g",Na,Na,Na,Na,A,_841_012_875_9490_front_es.14.200.jpg
Bebida de Soja con Té Negro — ViveSoy — 1 l,146 kj(35 kcal),"1,2 g","0,2 g","3,7 g","3,5 g","0,4 g","2,2 g","0,09 g","0,035 g",Na,Na,Na,Na,A,_841_012_875_9469_front_es.11.200.jpg
Bebida de Avena — SuperSol — 1 l,195 kj(47 kcal),"0,8 g","< 0,1 g","8,3 g","6,3 g",0 g,"1,4 g","0,07 g","0,028 g",Na,Na,Na,Na,B,_843_080_304_1061_front_es.6.200.jpg
Bebida Soja y Cereales Caramelizados — Santal — 1 l,172 kj(41 kcal),"0,7 g","0,1 g","6,2 g","5,4 g","0,6 g","2,3 g","0,05 g","0,02 g",Na,Na,Na,Na,B,_841_028_519_0914_front_es.6.200.jpg
Bebida Soja y Cereales Caramelizados — Santal — 250 ml,172 kj(41 kcal),"0,7 g","0,1 g","6,2 g","5,4 g","0,6 g","2,3 g","0,05 g","0,02 g",Na,Na,Na,Na,B,_841_028_519_0938_front_es.6.200.jpg
sal marina 100% natural — teneguia — 500g,0 kj(0 kcal),0 g,0 g,0 g,0 g,0 g,0 g,0 g,0 g,Na,Na,"3,88 mg (0.97 % DV)",Na,B,_841_313_301_0440_front_es.4.200.jpg
"Sauce tomate (au basilic) — combino — 400 ml, 420g",188 kj(45 kcal),"1,2 g","0,2 g","6,2 g","4,4 g",Na,"1,3 g","1,05 g","0,413 g",Na,Na,Na,Na,C,_20037154_front_fr.42.200.jpg
aceite de coco — machandel — 200 g,3766 kj(900 kcal),100 g,"86,5 g",0 g,0 g,0 g,0 g,0 g,0 g,Na,Na,Na,Na,E,_871_393_800_4102_front_es.4.200.jpg
Copos de avena — Carrefour — 500 g e,1519 kj(363 kcal),"6,6 g","1,2 g",59 g,"1,1 g",11 g,12 g,0 g,0 g,0 % vol,Na,Na,Na,A,_356_007_061_4202_front_es.53.200.jpg
Green Cola — Green Cola Iberia SL. — 33cl,3 kj(1 kcal),0 g,0 g,"0,1 g",0 g,Na,0 g,"0,04 g","0,016 g",Na,Na,Na,Na,B,_843_701_708_4013_front_es.3.200.jpg
Risotto con alga wakame — GutBio — 250 g,1446 kj(346 kcal),"0,7 g","0,1 g","73,4 g","2,8 g",Na,"7,8 g","0,29 g","0,114 g",Na,Na,Na,Na,Na,_24028110_front_es.3.200.jpg
